Geneid	w1118_1	w1118_2	w1118_3	PcKD_1	PcKD_2	PcKD_3	vgLOF_PcKD_1	vgLOF_PcKD_2	vgLOF_PcKD_3	sdLOF_PcKD_1	sdLOF_PcKD_2	sdLOF_PcKD_3
CG7311	0	4	0	0	2	0	0	0	0	0	0	0
CG9014	0	5	0	0	0	0	0	0	0	0	0	0
CG31813	0	0	0	0	0	0	0	0	0	0	0	0
CR45913	0	0	0	0	0	0	0	0	0	0	0	0
CR44846	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF4	1196	1229	802	1293	1436	1270	1419	1243	1146	1252	1140	1067
mir-1002	0	0	0	0	0	0	0	0	0	0	0	0
mir-968	0	0	0	0	0	0	0	0	0	0	0	0
CG43376	0	0	1	0	3	1	0	0	0	1	0	0
CG9008	387	461	368	329	362	229	430	400	415	489	643	603
CR31845	0	0	0	0	0	0	0	0	0	0	1	0
p38b	753	818	549	960	1045	887	949	826	947	871	842	857
CG16890	244	233	175	230	240	234	183	170	162	202	183	194
CG31731	2882	2739	1902	3481	3778	3329	3387	2778	2521	2845	2781	2586
CR44847	0	1	0	0	0	0	0	0	0	0	0	0
CG16863	84	84	81	92	77	94	92	113	116	114	104	72
Sec71	978	977	688	1161	1300	1095	1042	843	901	961	853	769
CAH1	259	261	294	307	176	678	171	144	113	156	210	158
Adat1	110	135	125	132	118	113	130	123	131	145	169	161
CG16865	253	226	224	280	278	282	283	264	262	240	271	251
CG16888	0	1	0	3	4	3	9	8	2	16	33	25
Sos	1513	1471	949	1772	1901	1682	1766	1640	1472	1590	1582	1456
b	136	121	64	40	58	42	7	52	6	14	18	12
tam	255	278	182	312	370	293	275	252	283	402	389	354
Arpc1	1456	1517	986	1681	1833	1840	1936	1688	1698	1664	1550	1225
Orc5	350	378	274	406	479	362	386	316	408	396	358	330
GatC	0	0	0	0	0	0	0	0	0	0	0	0
DNApol-gamma35	0	0	0	0	0	0	0	0	0	0	0	0
RpII33	653	701	426	692	741	760	691	641	693	664	663	655
mRpS23	322	311	247	345	305	304	338	293	314	273	275	240
CenG1A	732	780	547	1157	1108	1152	747	641	538	734	564	616
CG33307	30	26	125	8	89	2	2	6	6	20	0	0
CG33306	0	8	1	0	0	0	0	0	0	0	0	0
CG8997	26	11	51	16	23	1	4	0	1	0	0	0
CG7916	3	6	1	2	2	1	0	1	3	0	2	0
CG7953	27	14	52	25	21	4	3	0	2	3	2	0
CG7968	0	0	2	0	0	0	0	0	0	0	0	0
CR44848	0	0	0	0	0	0	0	0	0	0	0	0
Smg5	3190	3329	2400	3233	3637	3116	2861	2539	2600	2932	3287	3001
Ance	31282	35298	20485	26616	28327	21817	7288	5592	6120	8104	5249	8220
Ance-2	35	26	23	62	49	63	45	30	30	9	21	13
Acyp	0	0	0	0	0	0	0	0	0	0	0	0
Ance-3	17	66	11	4	0	1	2	12	1	1	1	0
CG16886	99	137	55	44	28	45	1	0	3	22	17	25
CG42711	62	66	37	29	54	33	30	19	12	14	9	10
CG16885	749	4412	895	407	95	121	369	550	30	64	94	139
CG16884	581	4291	814	313	56	46	287	447	8	31	80	118
NimA	30	15	23	121	91	140	82	124	63	143	71	65
NimB1	88	76	59	57	68	41	52	41	59	32	34	24
NimB2	251	288	481	64	263	23	71	107	157	89	67	28
NimB3	68	97	210	4	74	1	0	2	12	23	0	3
NimB4	188	192	143	107	236	89	185	124	133	68	52	56
NimB5	75	64	61	21	68	10	34	37	33	21	9	7
He	337	220	156	165	215	162	277	158	137	67	77	79
NimC1	274	279	193	587	793	454	311	303	194	311	230	225
Cyp28a5	72	66	111	14	130	5	4	2	19	25	9	9
NimC2	374	193	494	75	461	112	27	24	97	37	1	5
rk	154	116	31	107	58	114	122	65	39	54	45	35
CG42692	0	2	0	0	1	0	0	0	0	0	0	0
bgm	32	49	89	45	40	65	27	12	11	42	2	1
NimC3	21	9	8	52	40	37	28	18	19	19	2	3
CR44849	0	0	0	0	1	0	0	0	0	0	0	0
CR45352	0	0	0	0	0	0	0	0	0	0	0	0
CR31840	0	0	0	0	0	0	0	0	0	0	0	0
hll	113	77	234	8	177	4	1	2	24	4	2	2
CG18095	0	0	2	0	0	0	0	0	0	0	0	0
CR45284	0	0	0	0	0	0	0	0	0	0	0	0
nAChRalpha5	11	0	15	20	4	0	0	9	0	21	25	0
NimC4	0	0	0	0	0	0	1	4	6	14	10	7
CG46301	66	53	86	133	114	131	31	40	17	77	67	48
CG15293	4	8	25	1	21	0	0	1	11	7	1	0
CG31769	11	7	30	1	46	1	0	1	6	14	0	0
CG43332	2	0	0	0	0	0	0	0	0	0	0	0
CG43333	275	336	231	265	279	294	172	141	83	234	287	292
Dyrk2	2763	2816	1967	3520	3595	3341	2284	1970	1703	2072	1443	1431
CR44727	0	2	2	0	6	0	2	2	0	3	1	1
CR44728	1	2	0	0	1	2	0	2	2	1	2	1
CR44216	2	0	1	0	0	0	0	0	0	0	0	1
wb	913	870	582	1305	1403	1270	1189	1094	1010	1146	1180	1172
CR44729	0	0	0	0	0	0	0	0	0	0	0	0
CG32971	2	2	0	0	5	2	0	2	0	0	0	0
CR43639	0	0	0	0	0	0	0	0	0	0	0	0
CR43640	0	0	0	0	0	0	0	0	0	0	0	0
ms(2)34Fe	3	8	6	7	1	0	4	2	1	1	0	1
CG33090	291	293	232	263	309	291	345	336	290	284	277	242
CG15286	0	9	0	0	2	0	0	0	0	0	0	0
Send2	0	0	0	0	0	0	1	1	1	1	0	0
mTTF	264	290	240	311	334	280	314	256	297	316	294	263
l(2)34Fc	139	114	42	196	239	80	248	281	198	178	160	264
CR44850	0	1	0	0	1	0	0	0	0	0	0	0
CG43052	1	0	1	1	0	0	0	0	0	0	0	0
l(2)34Fd	544	540	411	603	607	538	722	568	626	585	564	493
Rab14	710	729	601	754	838	720	742	696	614	651	628	667
CR44851	3	0	0	0	1	0	0	0	0	1	0	0
Pgant35A	352	327	205	492	449	442	475	361	365	369	271	269
CR43463	2	0	3	0	4	0	1	0	3	3	0	0
spel1	960	999	759	1074	1206	947	1353	1193	1301	1164	1324	1305
ppk	2	10	5	2	3	7	23	24	14	20	22	22
elB	716	673	559	711	848	752	1149	1033	1089	994	1032	942
CR44733	0	0	0	0	0	0	0	0	0	0	0	0
Pburs	1	0	0	0	0	0	4	3	2	3	2	1
Cpr35B	5	1	0	2	0	9	17	19	8	31	24	32
CR44732	0	0	0	0	0	0	0	0	0	0	0	0
CR45726	0	0	0	0	0	0	0	0	0	0	0	0
CG15283	0	3	0	0	0	0	0	0	0	0	0	0
CR44730	0	0	0	0	0	0	0	0	0	0	0	0
CR44731	0	1	0	0	0	0	0	0	0	0	0	0
noc	2721	3015	2107	3342	3685	3112	3089	2785	2844	3032	2422	2345
CR45303	0	0	0	0	1	0	0	0	0	0	0	0
CR45693	4	4	2	4	2	1	3	2	1	1	0	1
CG33648	0	0	0	10	8	6	1	0	1	4	4	3
CR44852	0	1	0	0	0	1	1	0	0	0	0	0
CG4218	0	1	0	0	0	0	0	0	0	0	1	0
CR44853	0	2	0	1	0	0	0	0	0	0	0	0
CR44854	2	0	2	0	0	0	0	0	0	0	0	0
CR44855	0	2	0	0	0	0	0	0	0	0	1	1
CG3473	0	2	0	0	0	0	0	0	0	0	0	0
CR44856	0	0	0	0	0	0	0	0	0	1	0	0
CG42680	0	0	0	0	0	0	2	1	0	1	0	0
osp	1006	1044	761	1275	1515	1203	1403	1175	1296	1471	1616	1376
CR43411	0	0	0	0	0	0	0	0	0	0	0	0
Adhr	0	0	0	0	0	0	0	0	0	0	0	0
Adh	2	3	4	0	4	2	1	0	2	2	1	0
CG15282	599	936	399	347	423	206	72	48	58	46	40	53
CG34165	112	210	108	35	41	7	11	15	22	9	9	11
CG42685	0	1	0	0	0	0	0	0	0	0	0	0
CR44857	0	0	0	0	0	0	0	0	0	0	0	0
CG31835	0	0	0	0	0	0	0	0	0	0	0	0
CG31775	0	1	0	0	2	0	0	0	1	0	0	0
CG42585	0	0	0	0	0	0	0	0	0	0	0	0
CG42586	6	1	0	0	11	0	0	0	0	8	0	0
CG34166	4592	4823	12579	205	7327	37	22	72	465	1299	30	20
CG42681	1	1	2	0	2	0	0	0	0	0	0	0
CG42587	28	30	62	0	63	0	1	0	12	1	0	0
CR45460	0	0	0	0	1	0	0	0	0	0	0	0
CR45459	0	0	0	0	0	0	0	0	0	0	0	0
CG4691	0	16	1	0	3	0	0	0	0	0	0	0
CR44858	0	0	0	0	0	0	0	0	0	0	0	0
CSN1a	0	1	0	0	1	0	0	0	0	0	0	0
CG4701	0	5	0	0	1	0	0	0	0	0	0	0
CG4650	7	9	25	0	20	0	0	3	10	0	0	0
CG18636	0	1	5	0	0	0	0	0	0	0	0	0
CG18420	0	0	0	0	0	0	0	0	0	0	0	0
CG33308	0	5	0	0	0	0	0	1	0	0	0	0
CG33309	0	4	0	0	2	0	0	0	0	0	0	0
CR43805	0	0	0	0	0	0	0	0	0	0	0	0
CG42682	0	0	0	0	0	0	0	0	0	0	0	0
CG15279	101	171	121	153	144	89	185	200	263	249	396	284
CG4480	0	7	0	0	0	0	0	0	0	0	0	0
CG15278	0	2	0	0	0	0	0	0	0	0	0	0
CR45727	0	0	0	0	0	0	0	0	0	0	0	0
ProtA	0	6	0	0	0	0	0	0	0	0	0	0
ProtB	0	3	1	0	0	0	0	0	0	0	0	0
CR45302	0	0	0	0	0	0	0	0	0	0	0	0
CG42313	65	43	34	161	138	130	64	52	52	72	94	90
CG3491	0	1	0	0	1	0	0	0	0	0	0	0
CR45331	0	0	0	0	0	0	0	0	0	0	0	0
mol	90	186	134	109	148	58	126	131	111	88	142	151
DCTN5-p25	250	250	236	274	260	285	248	199	248	177	199	214
l(2)35Be	241	234	152	212	234	210	230	221	197	202	195	211
NC2beta	290	315	213	443	351	360	275	305	303	295	292	255
THG	201	208	127	201	223	249	193	192	194	207	150	154
l(2)35Bd	479	468	366	574	542	533	474	362	425	335	345	350
CR43856	0	0	0	0	1	0	0	0	0	0	0	0
GABA-B-R1	23	25	31	49	36	24	8	25	2	29	26	16
CG33310	0	1	1	1	0	0	0	0	0	0	0	0
CG31832	1	0	0	0	0	0	0	0	0	0	0	0
yellow-c	174	280	155	311	763	160	121	150	276	82	122	71
CIAPIN1	1194	1243	837	1130	1285	1219	1204	1076	1150	1030	1065	1067
Su(H)	452	486	351	534	591	509	535	434	390	482	460	418
ck	2287	2117	1398	2733	2879	2795	2032	1649	1523	1717	1359	1498
CG33679	0	3	0	0	0	0	0	0	0	2	0	0
TfIIS	1704	1841	1364	1973	2148	1948	2019	1750	1852	1980	2089	1817
solo	1	2	0	3	1	0	0	1	0	3	2	0
vas	18	17	16	22	9	22	6	2	4	12	18	8
vig	4014	4067	3063	5051	5215	5015	3864	3455	3683	3612	3694	3460
CG15270	41	30	42	68	54	52	12	7	12	35	61	43
CG15269	4	34	5	7	0	23	30	14	25	5	5	1
stc	1202	1297	750	1529	1484	1446	1615	1490	1514	1520	1485	1164
CR43853	0	0	0	0	0	0	0	0	0	0	0	0
CR43854	0	0	0	0	0	0	0	0	0	0	0	0
CR44771	0	0	0	0	2	0	1	0	0	0	2	1
CR44770	0	0	0	0	0	0	0	0	0	0	0	0
CG4168	64	51	67	192	191	205	107	92	76	72	112	95
Sfp35C	0	0	0	0	0	0	0	0	0	0	0	0
CR43357	0	0	0	0	0	0	0	0	0	0	0	0
CR44196	0	0	0	0	0	0	0	0	0	0	0	0
CG43230	0	0	0	0	0	0	0	1	0	0	0	0
ZnT35C	1	5	5	0	1	0	1	3	2	0	0	0
dao	28	20	24	62	53	43	17	25	19	38	31	21
Pol32	395	440	329	434	465	426	427	398	371	392	420	392
l(2)35Cc	204	208	180	243	269	234	284	236	251	225	234	221
yuri	315	365	273	320	362	355	272	247	207	376	405	373
Cul3	2369	2495	1876	2851	2961	2718	2521	2161	1956	1939	1729	1716
UK114	99	68	234	16	157	26	19	15	27	51	11	11
CR43682	0	0	0	0	0	0	0	0	0	0	0	0
CR45349	0	0	0	0	0	0	0	0	0	0	0	0
CG15263	0	0	0	0	0	0	0	0	0	0	0	0
CG15260	0	4	1	0	1	0	0	0	0	0	0	0
ms(2)35Ci	0	2	0	0	0	0	0	0	0	0	0	0
CR43764	0	0	0	0	0	0	0	0	0	0	0	0
CG15262	0	3	0	0	0	0	0	0	0	0	0	0
nht	0	1	0	0	0	0	0	0	0	0	0	0
esg	656	731	496	982	925	1138	1349	1089	1077	941	965	752
CG15258	0	2	0	0	5	1	0	0	0	0	2	0
CR44859	0	0	0	0	0	0	0	0	0	0	0	0
CR45373	0	0	0	0	0	0	0	0	0	0	0	0
CR44860	0	0	0	0	0	0	0	0	0	0	0	0
CR45374	0	0	0	0	0	0	0	0	0	0	1	0
CG44869	0	0	0	0	0	0	0	0	0	0	0	0
wor	15	11	66	107	10	17	7	22	2	29	12	6
CG4161	0	1	0	0	0	0	0	0	0	0	0	0
CR44861	0	0	0	0	0	0	0	0	0	0	0	0
CR44862	0	0	0	0	0	0	0	0	0	0	0	0
CR44863	0	0	0	0	0	0	0	0	0	0	0	0
CR45353	0	0	0	0	0	0	0	0	0	0	0	0
sna	14	5	38	29	8	7	6	8	5	9	3	2
Tim17b2	0	6	1	0	2	0	1	0	0	0	0	0
CR45293	0	0	0	0	0	0	0	0	0	0	0	0
lace	1214	1224	816	1441	1596	1272	1341	1152	1196	1062	1146	1095
CR44864	0	0	0	0	0	0	0	0	0	0	0	0
CR43761	0	0	0	0	0	0	0	0	0	0	0	0
Skadu	0	1	0	0	1	0	0	0	0	0	0	2
CR45728	0	0	0	0	0	0	0	0	0	0	0	0
CG15256	0	5	1	0	1	0	0	0	0	0	0	0
kek3	16	7	9	40	63	64	47	41	18	44	56	51
CR44865	0	0	0	0	0	0	0	0	0	0	0	0
CG15255	0	0	0	0	0	0	0	0	0	0	0	0
Semp1	0	0	0	0	0	0	0	0	0	0	0	0
CG15254	0	0	0	0	0	0	0	0	0	0	0	0
CG15253	0	0	0	0	0	0	0	0	0	0	0	0
CG11865	0	0	0	0	0	0	0	0	0	0	0	0
Or35a	0	0	0	0	0	0	0	0	0	0	0	0
CG7631	0	0	0	0	0	0	0	0	0	0	0	0
CG18480	0	1	0	1	2	1	0	7	0	0	0	0
CG4587	52	40	65	73	48	67	18	55	8	40	60	36
CG44141	0	0	0	0	0	0	0	0	0	0	0	0
CG18477	0	0	0	0	0	0	0	0	0	0	0	0
CG18478	0	0	0	0	0	0	0	0	0	0	0	0
CG43923	0	0	0	0	0	0	0	0	0	0	0	0
CG44140	0	0	0	0	0	0	0	0	0	0	0	0
CG31780	0	0	0	0	0	0	0	0	0	0	0	0
CG31827	0	0	0	0	0	0	0	0	0	0	0	0
CG43924	0	0	0	0	0	0	0	0	0	0	0	0
CycE	902	1000	734	1225	1308	1166	1361	1157	1087	1008	902	894
CR44974	2	5	1	12	6	6	2	1	4	1	1	1
CR44866	0	0	0	0	1	1	0	0	0	1	0	0
ND-B17	497	495	317	614	655	627	544	451	581	526	482	482
snRNA:U5:35D	0	0	0	0	0	0	0	0	0	0	0	0
Mtr4	931	1130	755	1128	1257	1096	1308	1023	1148	991	932	867
Gli	5025	4666	2842	6197	6268	5996	4600	3778	3244	3261	3022	3347
CG3793	515	563	358	537	619	524	567	517	559	536	554	515
wek	328	334	269	355	421	360	411	351	373	419	363	315
Ku80	422	444	326	395	459	424	598	468	524	472	475	511
CG31826	0	1	0	0	1	0	0	0	0	0	0	0
CG43760	0	0	0	0	0	0	0	0	0	0	0	0
CG18109	0	1	0	0	0	0	0	0	0	0	0	0
CR44602	0	0	0	0	0	0	0	0	0	0	0	0
CG42876	0	0	0	0	0	0	0	0	0	0	0	0
CR44601	0	0	1	0	0	0	0	0	0	0	0	0
CR45368	0	0	0	0	0	0	0	0	0	0	0	0
CG18518	0	0	0	0	0	0	0	0	0	0	0	0
CR45694	0	0	0	0	0	0	0	0	0	0	0	0
CR43763	0	0	0	0	0	0	0	0	0	0	0	0
CG13243	0	1	0	0	0	0	0	0	0	0	0	0
Tektin-A	0	3	2	0	0	0	1	0	0	0	0	0
CR42791	0	0	0	0	0	0	1	0	0	0	0	0
CG42792	0	1	0	1	0	0	4	0	0	0	0	0
CG7653	0	3	0	0	0	0	0	0	0	0	0	0
CG44475	0	0	0	0	0	0	0	0	0	0	0	0
Tep1	484	216	181	204	333	179	366	174	232	30	13	12
CG31735	0	2	0	0	1	0	1	0	0	0	0	0
CG31823	1	0	4	4	1	0	0	2	0	2	0	1
CG31821	39	2	8	4	2	0	1	4	2	1	1	2
beat-Ib	2	0	5	12	1	5	2	2	0	6	6	2
CR44867	1	0	0	0	0	0	0	0	0	0	0	0
CR44868	0	0	0	0	1	1	0	0	0	0	0	0
CG13244	0	0	0	0	3	0	0	0	0	0	0	0
CG4793	137	78	63	15	59	18	102	48	57	4	5	3
CG12448	0	2	0	0	1	0	0	0	0	0	0	0
CG18063	0	11	0	0	0	0	0	0	0	0	0	0
CR43803	0	2	0	0	0	0	0	0	0	0	0	0
CG10839	0	1	0	0	0	0	0	0	0	0	0	0
CR43412	0	0	0	0	0	0	0	0	0	0	0	0
beat-Ic	3	0	15	10	0	9	2	14	1	19	13	1
CR43825	0	0	0	0	0	0	0	0	0	0	0	0
CG34167	0	0	0	0	0	0	0	0	0	0	0	0
CR43826	0	0	0	0	0	0	0	0	0	0	0	0
CG13245	0	0	0	0	0	0	0	0	0	0	0	0
CG43816	0	0	0	0	0	0	0	0	0	0	0	0
CG31820	1	3	2	0	2	0	0	0	0	0	0	0
CR44844	0	0	0	1	0	0	0	0	0	0	0	0
CG45084	0	0	0	0	0	0	0	0	0	0	0	0
BicC	0	0	0	0	1	0	0	0	0	0	0	0
beat-Ia	13	1	21	13	4	0	2	14	0	48	11	1
CR44870	0	0	0	0	0	0	0	0	0	0	0	0
CG4891	0	2	0	0	0	0	0	0	0	0	0	0
CG4892	0	0	0	0	0	0	0	0	0	0	0	0
CG34168	0	17	2	0	2	0	0	0	0	0	0	0
CR44871	0	0	0	0	0	0	0	0	0	0	0	0
Ca-alpha1D	33	38	14	47	27	13	14	11	7	39	21	2
CR43806	0	0	0	0	0	0	0	0	0	0	0	0
CR44734	0	0	0	0	0	0	0	0	0	0	0	0
CR44735	0	0	0	0	0	0	0	0	0	0	0	0
CR44736	0	1	0	0	0	0	0	0	0	0	0	0
CG31819	0	0	0	0	5	0	0	0	0	0	0	0
CR43840	0	0	0	0	0	0	0	0	0	0	0	0
CG42817	35	29	32	23	24	21	17	14	7	33	26	19
CG42818	0	0	0	0	0	0	0	0	0	0	0	0
CG46309	0	0	0	0	0	0	0	0	0	0	0	0
PRL-1	759	825	597	845	962	751	794	708	700	635	709	646
EndoGI	1428	1430	1044	1597	1874	1604	1613	1448	1603	1509	1715	1642
twe	98	135	84	106	128	88	134	114	139	122	91	113
CG4935	131	156	124	118	159	138	148	159	148	137	138	155
crp	4439	4677	3330	4362	4812	3845	4545	4001	3571	4330	4567	3895
pkaap	491	550	388	543	584	476	598	541	486	544	593	554
CG17329	5	4	0	1	5	3	0	1	0	2	3	1
CG13258	1	0	1	2	6	1	1	0	0	4	1	5
CR44899	4	2	1	4	3	2	1	0	1	3	1	2
Cyp303a1	9	5	6	1	3	0	3	1	1	2	2	0
heix	854	788	559	954	1105	1061	871	742	663	633	541	540
CG17328	109	115	79	114	146	129	122	128	94	126	104	96
GMF	418	446	305	486	500	547	472	411	461	443	519	461
c(2)M	1	1	0	0	0	0	0	0	0	0	0	0
CG5861	878	861	686	847	948	863	985	850	934	893	965	993
Syx5	870	829	616	878	1006	975	829	761	735	813	695	705
cni	894	885	677	872	1000	894	871	724	823	771	823	786
fzy	1693	1942	1294	1990	2234	1822	2259	1910	1980	1813	1708	1731
cact	1955	2025	1528	1823	2021	1893	1667	1514	1454	1451	1278	1215
CG4278	616	614	459	605	677	627	693	580	770	562	545	546
mRpL4	536	548	358	488	527	468	402	426	422	547	573	529
CG4440	0	0	0	0	0	0	0	0	1	0	0	0
CG31817	23	30	10	37	34	24	11	16	13	31	33	44
CG42266	7	13	5	3	11	2	2	3	5	8	4	4
CG44405	1	1	0	4	0	3	0	0	0	0	0	0
chif	2026	1997	1440	2767	2921	2409	2657	2056	2129	2201	2167	2108
CG42231	0	0	0	0	0	0	0	0	0	0	0	0
CG4455	2030	2512	1567	2771	3188	2898	3967	3467	3449	2727	2820	2693
CaBP1	5379	5209	3652	6329	6193	6806	6167	5497	5191	4562	4037	4036
jhamt	973	403	249	146	264	133	132	36	82	52	86	20
CG5888	579	536	438	1023	1266	1012	383	377	312	595	511	488
snoRNA:Me28S-A2958	0	0	0	0	0	0	0	0	0	0	0	0
Idgf1	57	121	122	105	98	275	74	83	67	33	39	29
Idgf2	307	282	359	249	384	117	147	190	203	148	139	106
Idgf3	532	618	522	566	702	443	249	347	243	226	285	97
dac	3272	3650	2452	3962	5097	3523	2759	2465	2300	2776	2420	2542
CG4580	0	1	0	1	3	0	0	2	1	0	0	0
CR44994	0	5	3	7	14	4	0	1	0	4	0	1
Tpr2	3962	4452	3265	4946	5280	4618	4948	4069	4505	3442	3293	3394
CG5953	84	75	72	138	130	139	273	246	235	231	352	266
mir-4943	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Me28S-C1237	0	0	0	0	0	0	0	0	0	0	0	0
CR45354	0	0	0	0	2	0	0	1	0	0	0	0
CR45355	0	1	0	1	1	0	0	0	0	0	1	0
CG31816	1	2	0	4	5	3	5	2	2	1	2	0
CG42389	2874	2608	1665	3489	3367	3826	2538	2160	1712	2149	1827	1893
CG5968	0	3	1	0	0	0	0	0	0	0	0	0
CG31815	0	1	0	1	3	0	0	1	0	0	0	0
CG4631	0	8	1	0	3	0	0	0	0	0	0	0
CR44151	0	0	0	0	0	0	0	0	0	0	0	0
Trpgamma	2	1	5	2	2	1	0	1	2	1	3	1
her	707	761	517	773	826	760	729	631	592	660	621	593
mir-2497	1	0	0	0	0	0	0	0	1	0	1	0
squ	146	134	106	132	112	101	141	147	164	118	140	130
grp	5092	4968	3421	4866	4955	5324	4423	4263	3733	3786	4220	3823
CG31807	3	1	0	1	1	2	0	0	1	2	0	1
CG33552	0	0	0	1	0	1	0	1	2	0	2	1
CR44975	0	1	0	0	1	0	0	0	0	1	0	0
mir-9c	0	0	0	0	1	0	0	0	0	0	0	0
mir-306	0	0	0	0	0	0	0	0	0	0	0	0
mir-79	0	0	0	0	0	0	0	0	0	0	0	0
mir-9b	0	0	4	2	0	1	0	0	0	0	0	0
CG31808	33	26	61	66	66	113	62	55	49	40	55	54
Cyt-c-d	0	7	0	1	1	1	0	0	0	0	0	0
Cyt-c-p	1078	1070	744	1100	1285	1404	1518	1382	1517	1029	1013	965
VhaSFD	2034	2160	1367	1809	2015	1865	1719	1493	1533	1500	1580	1503
mir-1006	0	0	0	0	0	0	0	0	0	0	0	0
CG31812	125	125	87	132	133	126	144	120	121	116	129	137
CG17996	95	87	92	136	149	159	88	105	107	127	156	132
Prosbeta4	2274	2291	1746	2344	2426	2281	2164	1834	1979	1866	1874	1841
CG17904	654	650	518	652	640	654	616	535	634	525	583	531
glu	1900	2033	1611	2410	2830	1980	2447	2061	2364	2308	1994	1871
ChLD3	1	2	0	0	2	0	6	2	0	0	0	0
LSm7	1010	1015	689	900	1042	942	928	886	909	909	1034	1073
BuGZ	1953	1954	1366	1747	1853	1880	1593	1529	1461	1451	1516	1435
yellow-b	133	209	171	266	204	230	579	414	532	323	513	264
ppk17	0	0	0	0	0	0	0	0	0	0	0	0
Mhc	3554	4118	1586	718	2890	88	63	157	696	76	92	187
Cyt-b5-r	14	2	25	1	43	0	0	1	8	38	0	1
CG17928	143	87	88	97	166	108	47	38	32	53	26	25
Ugt36Ba	0	3	4	0	4	0	0	0	0	0	0	0
Ugt36Bb	0	0	0	0	0	0	0	0	0	0	0	0
Ugt36Bc	34	26	24	12	37	25	24	11	13	19	16	15
CG13280	0	11	0	0	3	0	0	2	0	0	0	2
CG13272	122	129	48	133	171	101	140	115	75	79	57	75
mdy	647	634	480	707	780	742	629	612	738	755	1025	879
Cas	3801	3888	3011	4552	5301	4338	4627	3679	4197	3579	2911	3085
AspRS-m	2075	2089	1485	2240	2661	2214	2238	1883	1956	2064	1710	1722
CG13282	5	7	3	2	6	4	0	1	0	0	0	1
CG13283	9	10	10	21	32	4	28	23	19	10	7	12
SclA	0	0	0	0	0	0	0	0	0	0	0	0
SclB	39	72	30	11	19	2	4	4	4	1	3	4
CG13284	83	85	64	140	168	219	50	44	29	67	110	92
CG31810	0	0	1	3	3	22	0	0	0	3	0	0
CG31809	10	8	3	13	7	15	12	13	7	6	4	1
CG6012	37	124	17	0	9	21	0	1	0	0	0	0
CR43858	0	1	2	0	0	0	0	0	0	0	0	0
CR31781	92	82	42	25	29	5	6	13	36	12	21	10
CG32832	0	3	0	0	0	0	0	0	0	0	0	0
CG34313	0	0	0	0	0	0	0	0	0	0	0	0
CG31743	0	0	0	0	0	0	0	0	0	0	0	0
CG6115	1222	1334	1023	1349	1453	1440	1149	1018	1097	1047	1164	1063
tweek	1890	1620	1231	2874	3046	2588	2139	1705	1611	1807	1867	1854
CR44392	3	1	0	1	1	0	2	0	0	0	0	1
CG42556	3	7	7	3	11	3	4	2	0	2	0	1
CG31805	0	1	0	0	2	0	0	0	0	0	0	0
CG12288	557	629	421	496	525	543	470	399	472	404	428	406
ApepP	1643	1697	1191	1761	1935	1698	1815	1545	1651	1601	1487	1300
CR43053	0	0	0	0	0	0	0	0	0	0	0	0
CR44393	0	0	0	0	0	0	0	0	0	0	0	0
CR45285	0	0	0	0	0	0	0	0	0	0	0	0
beat-IIIb	22	42	30	35	36	28	19	20	10	15	31	22
CG44406	0	0	0	0	0	0	0	0	0	0	0	0
CR44408	0	0	0	0	0	0	0	0	0	0	0	0
CG31806	0	2	0	0	0	0	0	0	0	0	0	0
CR45356	0	0	0	0	0	0	0	0	0	0	0	0
CR45357	0	0	0	0	0	0	0	0	0	0	0	0
CG6304	0	3	2	0	1	0	0	0	0	0	0	0
CR45462	0	0	0	0	0	0	0	0	0	0	0	0
CR43802	0	0	0	0	0	0	0	0	0	0	0	0
CG15136	0	7	0	0	1	0	0	0	0	0	0	0
CR43819	0	0	0	0	0	0	0	0	0	0	0	0
CG12620	0	2	1	0	3	0	0	0	0	0	0	0
CR45448	0	0	0	1	0	0	0	0	0	0	0	0
CG31784	0	5	0	0	0	0	0	0	0	0	0	0
CG34106	0	0	0	0	0	0	0	0	0	0	0	0
beat-IIIa	0	0	0	0	0	0	0	0	0	0	0	0
CG34169	0	0	0	0	0	0	0	0	0	0	0	0
Gr36a	0	0	0	0	0	0	0	0	0	0	0	0
Gr36b	0	0	0	0	0	0	0	0	0	0	0	0
Gr36c	0	0	0	0	0	0	0	0	0	0	0	0
CG31750	0	0	0	0	0	0	0	0	0	0	0	0
beat-IIIc	570	644	594	887	1038	702	256	211	174	264	338	357
CR44396	0	0	0	0	0	0	0	0	0	0	1	0
CR44395	0	0	0	0	0	0	0	0	0	0	0	0
CR45729	0	0	0	0	1	0	0	0	1	0	0	0
CG15140	4	1	1	1	0	0	0	0	0	0	0	1
CG6380	0	6	0	0	2	2	0	0	0	0	0	0
CG34170	0	2	0	0	0	0	0	0	0	0	0	0
CR45696	0	0	0	0	0	0	0	0	0	0	0	0
CG45691	0	0	0	0	0	0	0	0	0	0	0	0
CR43239	0	0	0	0	0	0	0	0	0	0	0	0
CR44345	0	0	0	0	0	0	0	1	0	0	0	0
CR44346	0	0	0	0	0	0	0	1	0	0	0	0
CG31804	0	2	0	0	1	0	0	0	0	0	0	0
Lrch	920	928	718	1266	1298	1140	912	877	704	919	836	785
CLIP-190	1452	1439	1246	1440	1618	1095	911	792	779	886	881	784
